ap,ra,bairro,year,ideb
Área de Planejamento 4,XXIV Barra da Tijuca,Recreio dos Bandeirantes,2011,5.611926605504587
Área de Planejamento 4,XXIV Barra da Tijuca,Recreio dos Bandeirantes,2013,5.290909090909091
Área de Planejamento 4,XXIV Barra da Tijuca,Recreio dos Bandeirantes,2015,5.5372168284789645
Área de Planejamento 4,XXIV Barra da Tijuca,Recreio dos Bandeirantes,2017,5.796064814814815
Área de Planejamento 4,XXIV Barra da Tijuca,Recreio dos Bandeirantes,2019,5.86896551724138
Área de Planejamento 4,XXIV Barra da Tijuca,Recreio dos Bandeirantes,2021,5.171086180520143
Área de Planejamento 4,XXIV Barra da Tijuca,Recreio dos Bandeirantes,2023,6.1
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Grande,2007,4.474162679425837
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Grande,2009,5.289261744966443
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Grande,2011,5.818181818181818
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Grande,2013,5.8
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Grande,2015,5.9
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Grande,2019,5.618461538461539
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Grande,2021,5.5
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Grande,2023,6.2
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Pequena,2007,4.8
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Pequena,2009,4.4
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Pequena,2011,5.512556053811658
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Pequena,2013,4.581954887218045
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Pequena,2015,5.359533073929962
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Pequena,2017,5.735081967213114
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Pequena,2019,6.254545454545454
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Pequena,2021,5.8
Área de Planejamento 4,XXIV Barra da Tijuca,Vargem Pequena,2023,6.2
Área de Planejamento 5,XVII Bangu,Bangu,2007,4.583498233215548
Área de Planejamento 5,XVII Bangu,Bangu,2009,5.175530035335689
Área de Planejamento 5,XVII Bangu,Bangu,2011,5.308212341197822
Área de Planejamento 5,XVII Bangu,Bangu,2013,5.383494698017521
Área de Planejamento 5,XVII Bangu,Bangu,2015,5.403766921718658
Área de Planejamento 5,XVII Bangu,Bangu,2017,5.699086479902558
Área de Planejamento 5,XVII Bangu,Bangu,2019,5.793712772998015
Área de Planejamento 5,XVII Bangu,Bangu,2021,5.4149240065922
Área de Planejamento 5,XVII Bangu,Bangu,2023,5.8
Área de Planejamento 5,XVII Bangu,Padre Miguel,2007,4.804448105436573
Área de Planejamento 5,XVII Bangu,Padre Miguel,2009,5.348308270676691
Área de Planejamento 5,XVII Bangu,Padre Miguel,2011,5.708771929824562
Área de Planejamento 5,XVII Bangu,Padre Miguel,2013,5.714128440366972
Área de Planejamento 5,XVII Bangu,Padre Miguel,2015,5.771225577264653
Área de Planejamento 5,XVII Bangu,Padre Miguel,2017,5.7555555555555555
Área de Planejamento 5,XVII Bangu,Padre Miguel,2019,5.70586011342155
Área de Planejamento 5,XVII Bangu,Padre Miguel,2021,5.428735632183908
Área de Planejamento 5,XVII Bangu,Padre Miguel,2023,5.9
Área de Planejamento 5,XVII Bangu,Senador Camará,2007,4.404440649017934
Área de Planejamento 5,XVII Bangu,Senador Camará,2009,4.838033395176251
Área de Planejamento 5,XVII Bangu,Senador Camará,2011,5.16401098901099
Área de Planejamento 5,XVII Bangu,Senador Camará,2013,5.228953974895398
Área de Planejamento 5,XVII Bangu,Senador Camará,2015,5.4121951219512185
Área de Planejamento 5,XVII Bangu,Senador Camará,2017,5.627013630731104
Área de Planejamento 5,XVII Bangu,Senador Camará,2019,5.511260827718961
Área de Planejamento 5,XVII Bangu,Senador Camará,2021,5.676708507670851
Área de Planejamento 5,XVII Bangu,Senador Camará,2023,5.7
Área de Planejamento 5,XVII Bangu,Vila Kennedy,2007,4.60936768149883
Área de Planejamento 5,XVII Bangu,Vila Kennedy,2009,4.925915080527086
Área de Planejamento 5,XVII Bangu,Vila Kennedy,2011,5.074685314685314
Área de Planejamento 5,XVII Bangu,Vila Kennedy,2013,5.191237113402061
Área de Planejamento 5,XVII Bangu,Vila Kennedy,2015,5.343646408839779
Área de Planejamento 5,XVII Bangu,Vila Kennedy,2017,5.51387900355872
Área de Planejamento 5,XVII Bangu,Vila Kennedy,2019,5.233559322033899
Área de Planejamento 5,XVII Bangu,Vila Kennedy,2021,5.130800542740841
Área de Planejamento 5,XVII Bangu,Vila Kennedy,2023,5.6
Área de Planejamento 5,XVII Bangu,Jabour,2007,4.483116883116883
Área de Planejamento 5,XVII Bangu,Jabour,2009,4.8
Área de Planejamento 5,XVII Bangu,Jabour,2011,5.179347826086956
Área de Planejamento 5,XVII Bangu,Jabour,2013,4.758823529411765
Área de Planejamento 5,XVII Bangu,Jabour,2015,4.873631840796019
Área de Planejamento 5,XVII Bangu,Jabour,2017,4.970000000000001
Área de Planejamento 5,XVII Bangu,Jabour,2019,5.00421052631579
Área de Planejamento 5,XVII Bangu,Jabour,2021,5.3
Área de Planejamento 5,XVII Bangu,Jabour,2023,5.4
Área de Planejamento 5,XXXII Realengo,Campo dos Afonsos,2007,5.0230303030303025
Área de Planejamento 5,XXXII Realengo,Campo dos Afonsos,2009,5.796923076923076
Área de Planejamento 5,XXXII Realengo,Campo dos Afonsos,2011,5.874528301886793
Área de Planejamento 5,XXXII Realengo,Campo dos Afonsos,2013,5.412903225806452
Área de Planejamento 5,XXXII Realengo,Campo dos Afonsos,2015,6.293617021276596
Área de Planejamento 5,XXXII Realengo,Campo dos Afonsos,2017,6.0
Área de Planejamento 5,XXXII Realengo,Campo dos Afonsos,2019,5.8
Área de Planejamento 5,XXXII Realengo,Campo dos Afonsos,2021,5.9
Área de Planejamento 5,XXXII Realengo,Campo dos Afonsos,2023,6.6
Área de Planejamento 5,XXXII Realengo,Deodoro,2007,4.743636363636363
Área de Planejamento 5,XXXII Realengo,Deodoro,2009,4.544827586206897
Área de Planejamento 5,XXXII Realengo,Deodoro,2011,5.642763157894737
Área de Planejamento 5,XXXII Realengo,Deodoro,2013,5.683766233766233
Área de Planejamento 5,XXXII Realengo,Deodoro,2015,5.886486486486487
Área de Planejamento 5,XXXII Realengo,Deodoro,2017,6.20625
Área de Planejamento 5,XXXII Realengo,Deodoro,2019,5.946153846153846
Área de Planejamento 5,XXXII Realengo,Deodoro,2021,5.5
Área de Planejamento 5,XXXII Realengo,Deodoro,2023,6.4
Área de Planejamento 5,XXXII Realengo,Jardim Sulacap,2007,5.900000000000001
Área de Planejamento 5,XXXII Realengo,Jardim Sulacap,2009,5.7
Área de Planejamento 5,XXXII Realengo,Jardim Sulacap,2011,6.0
Área de Planejamento 5,XXXII Realengo,Jardim Sulacap,2013,5.599999999999999
Área de Planejamento 5,XXXII Realengo,Jardim Sulacap,2015,6.1
Área de Planejamento 5,XXXII Realengo,Jardim Sulacap,2017,6.8
Área de Planejamento 5,XXXII Realengo,Jardim Sulacap,2019,6.9
Área de Planejamento 5,XXXII Realengo,Jardim Sulacap,2023,7.1
Área de Planejamento 5,XXXII Realengo,Magalhães Bastos,2007,4.34344473007712
Área de Planejamento 5,XXXII Realengo,Magalhães Bastos,2009,5.216022099447515
Área de Planejamento 5,XXXII Realengo,Magalhães Bastos,2011,5.6789772727272725
Área de Planejamento 5,XXXII Realengo,Magalhães Bastos,2013,5.496794871794871
Área de Planejamento 5,XXXII Realengo,Magalhães Bastos,2015,5.770890410958904
Área de Planejamento 5,XXXII Realengo,Magalhães Bastos,2017,6.002991452991453
Área de Planejamento 5,XXXII Realengo,Magalhães Bastos,2019,6.172839506172839
Área de Planejamento 5,XXXII Realengo,Magalhães Bastos,2021,5.950729927007299
Área de Planejamento 5,XXXII Realengo,Magalhães Bastos,2023,5.7
Área de Planejamento 5,XXXII Realengo,Realengo,2007,4.301232285890326
Área de Planejamento 5,XXXII Realengo,Realengo,2009,4.8820437093916125
Área de Planejamento 5,XXXII Realengo,Realengo,2011,5.460545764638999
Área de Planejamento 5,XXXII Realengo,Realengo,2013,5.14009324009324
Área de Planejamento 5,XXXII Realengo,Realengo,2015,5.650718390804598
Área de Planejamento 5,XXXII Realengo,Realengo,2017,5.734269258459323
Área de Planejamento 5,XXXII Realengo,Realengo,2019,5.889386792452831
Área de Planejamento 5,XXXII Realengo,Realengo,2021,5.598935490738771
Área de Planejamento 5,XXXII Realengo,Realengo,2023,6.1
Área de Planejamento 5,XXXII Realengo,Vila Militar,2007,4.218367346938775
Área de Planejamento 5,XXXII Realengo,Vila Militar,2009,4.946590909090909
Área de Planejamento 5,XXXII Realengo,Vila Militar,2011,5.1
Área de Planejamento 5,XXXII Realengo,Vila Militar,2013,5.1
Área de Planejamento 5,XXXII Realengo,Vila Militar,2015,5.927868852459016
Área de Planejamento 5,XXXII Realengo,Vila Militar,2017,6.233333333333334
Área de Planejamento 5,XXXII Realengo,Vila Militar,2019,6.5
Área de Planejamento 5,XXXII Realengo,Vila Militar,2021,6.0
Área de Planejamento 5,XXXII Realengo,Vila Militar,2023,6.2
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2007,4.659065288868014
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2009,5.343414057885411
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2011,5.662493120528344
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2013,5.6730550823395784
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2015,5.897445913461538
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2017,6.004428251121076
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2019,5.976671619613669
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2021,5.578184289516907
Área de Planejamento 5,XVIII Campo Grande,Campo Grande,2023,6.3
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2007,4.556749049429658
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2009,5.159999999999999
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2011,5.453402646502836
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2013,5.233594515181194
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2015,5.5312820512820515
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2017,5.542160278745643
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2019,5.436989795918366
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2021,5.19592462751972
Área de Planejamento 5,XVIII Campo Grande,Cosmos,2023,6.0
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2007,4.513713713713713
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2009,4.979340028694405
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2011,5.3581274382314685
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2013,5.646229050279329
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2015,5.456608187134503
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2017,5.817228464419476
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2019,5.707640750670241
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2021,5.343103024342267
Área de Planejamento 5,XVIII Campo Grande,Inhoaíba,2023,6.0
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2007,4.605210084033614
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2009,4.982736842105264
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2011,5.553549695740364
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2013,5.030360934182591
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2015,5.812269938650307
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2017,6.1555066079295155
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2019,5.970890410958904
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2021,5.822289613343441
Área de Planejamento 5,XVIII Campo Grande,Santíssimo,2023,6.6
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2007,4.757482993197279
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2009,5.103435114503816
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2011,5.88969465648855
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2013,5.825263157894738
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2015,6.13391304347826
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2017,5.888450704225351
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2019,5.78623188405797
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2021,5.444264602392681
Área de Planejamento 5,XVIII Campo Grande,Senador Vasconcelos,2023,6.2
Área de Planejamento 5,XIX Santa Cruz,Paciência,2007,4.397682709447415
Área de Planejamento 5,XIX Santa Cruz,Paciência,2009,5.131528895391368
Área de Planejamento 5,XIX Santa Cruz,Paciência,2011,5.334458598726115
Área de Planejamento 5,XIX Santa Cruz,Paciência,2013,5.211933007676204
Área de Planejamento 5,XIX Santa Cruz,Paciência,2015,5.400382555470544
Área de Planejamento 5,XIX Santa Cruz,Paciência,2017,5.569230769230768
Área de Planejamento 5,XIX Santa Cruz,Paciência,2019,5.692237442922374
Área de Planejamento 5,XIX Santa Cruz,Paciência,2021,5.558641239570917
Área de Planejamento 5,XIX Santa Cruz,Paciência,2023,6.4
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2007,4.2447033898305095
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2009,4.83859957776214
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2011,5.238477069512547
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2013,5.370419906687403
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2015,5.385673261008296
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2017,5.452198990627253
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2019,5.620006371455878
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2021,5.285189048239896
Área de Planejamento 5,XIX Santa Cruz,Santa Cruz,2023,6.0
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2007,3.7746509129967776
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2009,4.785390428211587
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2011,5.212591050988554
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2013,4.8939142461964025
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2015,5.379289940828403
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2017,5.34072463768116
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2019,5.473479948253558
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2021,4.898650968849644
Área de Planejamento 5,XIX Santa Cruz,Sepetiba,2023,5.7
Área de Planejamento 5,XXVI Guaratiba,Barra de Guaratiba,2007,4.967058823529412
Área de Planejamento 5,XXVI Guaratiba,Barra de Guaratiba,2009,5.8
Área de Planejamento 5,XXVI Guaratiba,Barra de Guaratiba,2011,6.534782608695653
Área de Planejamento 5,XXVI Guaratiba,Barra de Guaratiba,2013,6.324390243902438
Área de Planejamento 5,XXVI Guaratiba,Barra de Guaratiba,2015,6.518918918918919
Área de Planejamento 5,XXVI Guaratiba,Barra de Guaratiba,2017,6.5813725490196076
Área de Planejamento 5,XXVI Guaratiba,Barra de Guaratiba,2019,6.658035714285714
Área de Planejamento 5,XXVI Guaratiba,Barra de Guaratiba,2021,5.8
Área de Planejamento 5,XXVI Guaratiba,Barra de Guaratiba,2023,6.7
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2007,4.2179236043095
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2009,4.545330859616574
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2011,5.26089841755998
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2013,5.0468592964824115
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2015,5.3796
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2017,5.483262711864407
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2019,5.5565272496831435
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2021,5.129938398357289
Área de Planejamento 5,XXVI Guaratiba,Guaratiba,2023,5.9
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2007,4.3137809187279155
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2009,4.497119341563786
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2011,5.165671641791045
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2013,5.543712574850299
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2015,6.486206896551725
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2017,6.383577712609971
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2019,5.72972972972973
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2021,5.95896551724138
Área de Planejamento 5,XXVI Guaratiba,Pedra de Guaratiba,2023,6.4
